,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value,norm_value,stat_category
1279,Maro Itoje,Forward,England,Lock,27,51,Saracens,METRES KICKED,0,0.0,Kicking
1280,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1281,Matthis Lebel,Back,France,Wing,22,1, Toulouse,METRES KICKED,0,0.0,Kicking
1282,Max Malins,Back,England,Fullback,25,10,Saracens,METRES KICKED,35,0.018134715025906734,Kicking
1283,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,METRES KICKED,250,0.12953367875647667,Kicking
1284,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,METRES KICKED,1265,0.655440414507772,Kicking
1285,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,METRES KICKED,0,0.0,Kicking
1286,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,METRES KICKED,71,0.03678756476683938,Kicking
1287,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,METRES KICKED,0,0.0,Kicking
1288,Monty Ioane,Back,Italy,Wing,27,9, Benetton,METRES KICKED,81,0.04196891191709844,Kicking
1289,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,METRES KICKED,0,0.0,Kicking
1290,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,METRES KICKED,0,0.0,Kicking
1291,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,METRES KICKED,0,0.0,Kicking
1292,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,METRES KICKED,0,0.0,Kicking
1293,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,METRES KICKED,147,0.07616580310880829,Kicking
1294,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1295,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,METRES KICKED,0,0.0,Kicking
1296,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,METRES KICKED,37,0.01917098445595855,Kicking
1297,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,METRES KICKED,1787,0.9259067357512953,Kicking
1298,Paul Willemse,Forward,France,Lock,29,19, Montpellier,METRES KICKED,0,0.0,Kicking
1299,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,METRES KICKED,0,0.0,Kicking
1300,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,METRES KICKED,0,0.0,Kicking
1301,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,METRES KICKED,51,0.026424870466321245,Kicking
1302,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,METRES KICKED,0,0.0,Kicking
1303,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,METRES KICKED,0,0.0,Kicking
1304,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,METRES KICKED,0,0.0,Kicking
1305,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,METRES KICKED,15,0.007772020725388601,Kicking
1306,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,METRES KICKED,1347,0.6979274611398963,Kicking
1307,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,METRES KICKED,0,0.0,Kicking
1308,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,METRES KICKED,0,0.0,Kicking
1309,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1310,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,METRES KICKED,0,0.0,Kicking
1311,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,METRES KICKED,0,0.0,Kicking
1312,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,METRES KICKED,0,0.0,Kicking
1313,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,METRES KICKED,0,0.0,Kicking
1314,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1315,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,METRES KICKED,0,0.0,Kicking
1316,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,METRES KICKED,0,0.0,Kicking
1317,Sam Underhill,Forward,England,Back row,25,27,Bath,METRES KICKED,0,0.0,Kicking
1318,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,METRES KICKED,0,0.0,Kicking
1319,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,METRES KICKED,0,0.0,Kicking
1320,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1321,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,METRES KICKED,532,0.2756476683937824,Kicking
1322,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,METRES KICKED,1619,0.838860103626943,Kicking
1323,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,METRES KICKED,0,0.0,Kicking
1324,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,METRES KICKED,45,0.023316062176165803,Kicking
1325,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,METRES KICKED,0,0.0,Kicking
1326,Taine Basham,Forward,Wales,Back row,22,7, Dragons,METRES KICKED,0,0.0,Kicking
1327,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,METRES KICKED,0,0.0,Kicking
1328,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,METRES KICKED,0,0.0,Kicking
1329,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,METRES KICKED,109,0.05647668393782383,Kicking
1330,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,METRES KICKED,8,0.004145077720207254,Kicking
1331,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,METRES KICKED,0,0.0,Kicking
1332,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,METRES KICKED,0,0.0,Kicking
1333,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,METRES KICKED,0,0.0,Kicking
1334,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,METRES KICKED,0,0.0,Kicking
1335,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,METRES KICKED,515,0.266839378238342,Kicking
1336,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,METRES KICKED,0,0.0,Kicking
1337,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,METRES KICKED,0,0.0,Kicking
1338,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,METRES KICKED,0,0.0,Kicking
1339,Will Stuart,Forward,England,Prop,25,15,Bath,METRES KICKED,0,0.0,Kicking
1340,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,METRES KICKED,0,0.0,Kicking
1341,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,METRES KICKED,0,0.0,Kicking
1342,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,METRES KICKED,6,0.0031088082901554403,Kicking
1343,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,METRES KICKED,0,0.0,Kicking
1344,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,PASSES MADE,6,0.015384615384615385,Attack
1345,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,PASSES MADE,22,0.05641025641025641,Attack
1346,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,PASSES MADE,2,0.005128205128205128,Attack
1347,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,PASSES MADE,80,0.20512820512820512,Attack
1348,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,PASSES MADE,7,0.017948717948717947,Attack
1349,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,PASSES MADE,7,0.017948717948717947,Attack
1350,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,PASSES MADE,287,0.735897435897436,Attack
1351,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,PASSES MADE,2,0.005128205128205128,Attack
1352,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,PASSES MADE,5,0.01282051282051282,Attack
1353,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,PASSES MADE,0,0.0,Attack
1354,Andrew Conway,Back,Ireland,Wing,30,27,Munster,PASSES MADE,6,0.015384615384615385,Attack
1355,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,PASSES MADE,5,0.01282051282051282,Attack
1356,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,PASSES MADE,3,0.007692307692307693,Attack
1357,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,PASSES MADE,23,0.05897435897435897,Attack
1358,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,PASSES MADE,12,0.03076923076923077,Attack
1359,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,PASSES MADE,235,0.6025641025641025,Attack
1360,Ben Carter,Forward,Wales,Lock,21,5, Dragons,PASSES MADE,0,0.0,Attack
1361,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,PASSES MADE,8,0.020512820512820513,Attack
1362,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,PASSES MADE,89,0.2282051282051282,Attack
1363,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,PASSES MADE,169,0.43333333333333335,Attack
1364,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,PASSES MADE,47,0.12051282051282051,Attack
1365,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,PASSES MADE,6,0.015384615384615385,Attack
1366,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,PASSES MADE,0,0.0,Attack
1367,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,PASSES MADE,27,0.06923076923076923,Attack
1368,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,PASSES MADE,24,0.06153846153846154,Attack
1369,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,PASSES MADE,97,0.24871794871794872,Attack
1370,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,PASSES MADE,9,0.023076923076923078,Attack
1371,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,PASSES MADE,1,0.002564102564102564,Attack
1372,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,PASSES MADE,16,0.041025641025641026,Attack
1373,Charlie Ewels,Forward,England,Lock,26,26,Bath,PASSES MADE,6,0.015384615384615385,Attack
1374,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,PASSES MADE,0,0.0,Attack
1375,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,PASSES MADE,18,0.046153846153846156,Attack
1376,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,PASSES MADE,1,0.002564102564102564,Attack
1377,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,PASSES MADE,66,0.16923076923076924,Attack
1378,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,PASSES MADE,11,0.028205128205128206,Attack
1379,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,PASSES MADE,29,0.07435897435897436,Attack
1380,Cyril Baille,Forward,France,Prop,28,31, Toulouse,PASSES MADE,16,0.041025641025641026,Attack
1381,Damian Penaud,Back,France,Wing,25,28, Clermont,PASSES MADE,22,0.05641025641025641,Attack
1382,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,PASSES MADE,164,0.4205128205128205,Attack
1383,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,PASSES MADE,17,0.04358974358974359,Attack
1384,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,PASSES MADE,9,0.023076923076923078,Attack
1385,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,PASSES MADE,9,0.023076923076923078,Attack
1386,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,PASSES MADE,1,0.002564102564102564,Attack
1387,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,PASSES MADE,7,0.017948717948717947,Attack
1388,Demba Bamba,Forward,France,Prop,23,20, Lyon,PASSES MADE,2,0.005128205128205128,Attack
1389,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,PASSES MADE,8,0.020512820512820513,Attack
1390,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,PASSES MADE,1,0.002564102564102564,Attack
1391,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,PASSES MADE,3,0.007692307692307693,Attack
1392,Dylan Cretin,Forward,France,Back row,24,13, Lyon,PASSES MADE,3,0.007692307692307693,Attack
1393,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,PASSES MADE,24,0.06153846153846154,Attack
1394,Elliot Daly,Back,England,Wing,29,52,Saracens,PASSES MADE,16,0.041025641025641026,Attack
1395,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,PASSES MADE,16,0.041025641025641026,Attack
1396,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,PASSES MADE,8,0.020512820512820513,Attack
1397,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,PASSES MADE,1,0.002564102564102564,Attack
1398,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,PASSES MADE,27,0.06923076923076923,Attack
1399,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,PASSES MADE,2,0.005128205128205128,Attack
1400,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,PASSES MADE,112,0.28717948717948716,Attack
1401,Francois Cros,Forward,France,Back row,27,11, Toulouse,PASSES MADE,1,0.002564102564102564,Attack
1402,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,PASSES MADE,1,0.002564102564102564,Attack
1403,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,PASSES MADE,13,0.03333333333333333,Attack
1404,Gabin Villiere,Back,France,Wing,26,8, Toulon,PASSES MADE,9,0.023076923076923078,Attack
1405,Gael Fickou,Back,France,Centre,27,66, Racing 92,PASSES MADE,32,0.08205128205128205,Attack
1406,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,PASSES MADE,8,0.020512820512820513,Attack
1407,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,PASSES MADE,88,0.22564102564102564,Attack
1408,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,PASSES MADE,3,0.007692307692307693,Attack
1409,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,PASSES MADE,36,0.09230769230769231,Attack
1410,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,PASSES MADE,7,0.017948717948717947,Attack
1411,George Furbank,Back,England,Fullback,25,5,Northampton Saints,PASSES MADE,7,0.017948717948717947,Attack
1412,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,PASSES MADE,6,0.015384615384615385,Attack
1413,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,PASSES MADE,5,0.01282051282051282,Attack
1414,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,PASSES MADE,0,0.0,Attack
1415,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,PASSES MADE,0,0.0,Attack
1416,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,PASSES MADE,14,0.035897435897435895,Attack
1417,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,PASSES MADE,16,0.041025641025641026,Attack
1418,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,PASSES MADE,28,0.07179487179487179,Attack
1419,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,PASSES MADE,1,0.002564102564102564,Attack
1420,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,PASSES MADE,13,0.03333333333333333,Attack
1421,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,PASSES MADE,162,0.4153846153846154,Attack
1422,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,PASSES MADE,53,0.1358974358974359,Attack
1423,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,PASSES MADE,29,0.07435897435897436,Attack
1424,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,PASSES MADE,16,0.041025641025641026,Attack
1425,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,PASSES MADE,6,0.015384615384615385,Attack
1426,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,PASSES MADE,2,0.005128205128205128,Attack
1427,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,PASSES MADE,2,0.005128205128205128,Attack
1428,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,PASSES MADE,14,0.035897435897435895,Attack
1429,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,PASSES MADE,4,0.010256410256410256,Attack
1430,James Hume,Back,Ireland,Centre,23,1,Ulster,PASSES MADE,4,0.010256410256410256,Attack
1431,James Lowe,Back,Ireland,Wing,29,10,Leinster,PASSES MADE,25,0.0641025641025641,Attack
1432,James Ryan,Forward,Ireland,Lock,25,40,Leinster,PASSES MADE,6,0.015384615384615385,Attack
1433,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,PASSES MADE,0,0.0,Attack
1434,Jamie George,Back,England,Hooker,31,61,Saracens,PASSES MADE,9,0.023076923076923078,Attack
1435,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,PASSES MADE,2,0.005128205128205128,Attack
1436,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,PASSES MADE,3,0.007692307692307693,Attack
1437,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,PASSES MADE,390,1.0,Attack
1438,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,PASSES MADE,3,0.007692307692307693,Attack
1439,Joe Launchbury,Forward,England,Lock,30,69,Wasps,PASSES MADE,0,0.0,Attack
1440,Joe Marchant,Back,England,Centre,25,7,Harlequins,PASSES MADE,10,0.02564102564102564,Attack
1441,Joe Marler,Forward,England,Prop,31,74,Harlequins,PASSES MADE,1,0.002564102564102564,Attack
1442,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,PASSES MADE,70,0.1794871794871795,Attack
1443,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,PASSES MADE,17,0.04358974358974359,Attack
1444,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,PASSES MADE,120,0.3076923076923077,Attack
1445,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,PASSES MADE,13,0.03333333333333333,Attack
1446,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,PASSES MADE,7,0.017948717948717947,Attack
1447,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,PASSES MADE,11,0.028205128205128206,Attack
1448,Josh Adams,Back,Wales,Wing,26,35, Cardiff,PASSES MADE,18,0.046153846153846156,Attack
1449,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,PASSES MADE,1,0.002564102564102564,Attack
1450,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,PASSES MADE,5,0.01282051282051282,Attack
1451,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,PASSES MADE,31,0.07948717948717948,Attack
1452,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,PASSES MADE,29,0.07435897435897436,Attack
1453,Julien Marchand,Back,France,Hooker,26,16, Toulouse,PASSES MADE,12,0.03076923076923077,Attack
1454,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,PASSES MADE,128,0.3282051282051282,Attack
1455,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,PASSES MADE,2,0.005128205128205128,Attack
1456,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,PASSES MADE,19,0.04871794871794872,Attack
1457,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,PASSES MADE,5,0.01282051282051282,Attack
1458,Leon Brown,Forward,Wales,Prop,25,16, Dragons,PASSES MADE,2,0.005128205128205128,Attack
1459,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,PASSES MADE,27,0.06923076923076923,Attack
1460,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,PASSES MADE,1,0.002564102564102564,Attack
1461,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,PASSES MADE,17,0.04358974358974359,Attack
1462,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,PASSES MADE,7,0.017948717948717947,Attack
1463,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,PASSES MADE,2,0.005128205128205128,Attack
1464,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,PASSES MADE,24,0.06153846153846154,Attack
1465,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,PASSES MADE,12,0.03076923076923077,Attack
1466,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,PASSES MADE,1,0.002564102564102564,Attack
1467,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,PASSES MADE,5,0.01282051282051282,Attack
1468,Marco Zanon,Back,Italy,Centre,24,7, Benetton,PASSES MADE,7,0.017948717948717947,Attack
1469,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,PASSES MADE,129,0.33076923076923076,Attack
1470,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,PASSES MADE,6,0.015384615384615385,Attack
1471,Maro Itoje,Forward,England,Lock,27,51,Saracens,PASSES MADE,21,0.05384615384615385,Attack
1472,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,PASSES MADE,8,0.020512820512820513,Attack
1473,Matthis Lebel,Back,France,Wing,22,1, Toulouse,PASSES MADE,0,0.0,Attack
1474,Max Malins,Back,England,Fullback,25,10,Saracens,PASSES MADE,14,0.035897435897435895,Attack
1475,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,PASSES MADE,32,0.08205128205128205,Attack
1476,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,PASSES MADE,13,0.03333333333333333,Attack
1477,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,PASSES MADE,5,0.01282051282051282,Attack
1478,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,PASSES MADE,20,0.05128205128205128,Attack
1479,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,PASSES MADE,2,0.005128205128205128,Attack
1480,Monty Ioane,Back,Italy,Wing,27,9, Benetton,PASSES MADE,23,0.05897435897435897,Attack
1481,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,PASSES MADE,0,0.0,Attack
1482,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,PASSES MADE,12,0.03076923076923077,Attack
1483,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,PASSES MADE,1,0.002564102564102564,Attack
1484,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,PASSES MADE,10,0.02564102564102564,Attack
1485,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,PASSES MADE,38,0.09743589743589744,Attack
1486,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,PASSES MADE,1,0.002564102564102564,Attack
1487,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,PASSES MADE,1,0.002564102564102564,Attack
1488,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,PASSES MADE,19,0.04871794871794872,Attack
1489,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,PASSES MADE,72,0.18461538461538463,Attack
1490,Paul Willemse,Forward,France,Lock,29,19, Montpellier,PASSES MADE,6,0.015384615384615385,Attack
1491,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,PASSES MADE,3,0.007692307692307693,Attack
1492,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,PASSES MADE,16,0.041025641025641026,Attack
1493,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,PASSES MADE,5,0.01282051282051282,Attack
1494,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,PASSES MADE,13,0.03333333333333333,Attack
1495,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,PASSES MADE,5,0.01282051282051282,Attack
1496,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,PASSES MADE,5,0.01282051282051282,Attack
1497,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,PASSES MADE,10,0.02564102564102564,Attack
1498,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,PASSES MADE,79,0.20256410256410257,Attack
1499,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,PASSES MADE,7,0.017948717948717947,Attack
1500,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,PASSES MADE,5,0.01282051282051282,Attack
1501,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,PASSES MADE,12,0.03076923076923077,Attack
1502,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,PASSES MADE,0,0.0,Attack
1503,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,PASSES MADE,15,0.038461538461538464,Attack
1504,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,PASSES MADE,5,0.01282051282051282,Attack
1505,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,PASSES MADE,7,0.017948717948717947,Attack
